"District","FIPS","Year","Sanction Type","Variable","Measure Type","Value","R#","Region"
"Unified School District #1",NA,"2016-2017","Bus Suspension","Sanctions","Number",-6666,NA,NA
"Unified School District #2",NA,"2009-2010","In-School Suspension","Sanctions","Number",93,4,"North Central"
"Unified School District #2",NA,"2009-2010","Out-of-School Suspension","Sanctions","Number",40,4,"North Central"
"Unified School District #2",NA,"2009-2010","Expulsion","Sanctions","Number",0,4,"North Central"
"Unified School District #2",NA,"2009-2010","Bus Suspension","Sanctions","Number",0,4,"North Central"
"Unified School District #2",NA,"2010-2011","In-School Suspension","Sanctions","Number",67,4,"North Central"
"Unified School District #2",NA,"2010-2011","Out-of-School Suspension","Sanctions","Number",59,4,"North Central"
"Unified School District #2",NA,"2010-2011","Expulsion","Sanctions","Number",0,4,"North Central"
"Unified School District #2",NA,"2010-2011","Bus Suspension","Sanctions","Number",0,4,"North Central"
"Unified School District #2",NA,"2011-2012","In-School Suspension","Sanctions","Number",51,4,"North Central"
"Unified School District #2",NA,"2011-2012","Out-of-School Suspension","Sanctions","Number",57,4,"North Central"
"Unified School District #2",NA,"2011-2012","Expulsion","Sanctions","Number",0,4,"North Central"
"Unified School District #2",NA,"2011-2012","Bus Suspension","Sanctions","Number",0,4,"North Central"
"Unified School District #2",NA,"2012-2013","In-School Suspension","Sanctions","Number",43,4,"North Central"
"Unified School District #2",NA,"2012-2013","Out-of-School Suspension","Sanctions","Number",90,4,"North Central"
"Unified School District #2",NA,"2012-2013","Expulsion","Sanctions","Number",0,4,"North Central"
"Unified School District #2",NA,"2012-2013","Bus Suspension","Sanctions","Number",0,4,"North Central"
"Unified School District #2",NA,"2013-2014","In-School Suspension","Sanctions","Number",55,4,"North Central"
"Unified School District #2",NA,"2013-2014","Out-of-School Suspension","Sanctions","Number",127,4,"North Central"
"Unified School District #2",NA,"2013-2014","Expulsion","Sanctions","Number",0,4,"North Central"
"Unified School District #2",NA,"2013-2014","Bus Suspension","Sanctions","Number",0,4,"North Central"
"Unified School District #2",NA,"2014-2015","In-School Suspension","Sanctions","Number",71,4,"North Central"
"Unified School District #2",NA,"2014-2015","Out-of-School Suspension","Sanctions","Number",81,4,"North Central"
"Unified School District #2",NA,"2014-2015","Expulsion","Sanctions","Number",0,4,"North Central"
"Unified School District #2",NA,"2014-2015","Bus Suspension","Sanctions","Number",0,4,"North Central"
"Unified School District #2",NA,"2015-2016","In-School Suspension","Sanctions","Number",72,4,"North Central"
"Unified School District #2",NA,"2015-2016","Out-of-School Suspension","Sanctions","Number",100,4,"North Central"
"Unified School District #2",NA,"2015-2016","Expulsion","Sanctions","Number",0,4,"North Central"
"Unified School District #2",NA,"2015-2016","Bus Suspension","Sanctions","Number",0,4,"North Central"
"Unified School District #2",NA,"2016-2017","In-School Suspension","Sanctions","Number",98,4,"North Central"
"Unified School District #2",NA,"2016-2017","Out-of-School Suspension","Sanctions","Number",-9999,4,"North Central"
"Unified School District #2",NA,"2016-2017","Expulsion","Sanctions","Number",0,4,"North Central"
"Unified School District #2",NA,"2016-2017","Bus Suspension","Sanctions","Number",0,4,"North Central"
"Union School District",NA,"2009-2010","In-School Suspension","Sanctions","Number",-6666,3,"Eastern"
"Union School District",NA,"2009-2010","Out-of-School Suspension","Sanctions","Number",-6666,3,"Eastern"
"Union School District",NA,"2009-2010","Expulsion","Sanctions","Number",-6666,3,"Eastern"
"Union School District",NA,"2009-2010","Bus Suspension","Sanctions","Number",-6666,3,"Eastern"
"Union School District",NA,"2010-2011","In-School Suspension","Sanctions","Number",-9999,3,"Eastern"
"Union School District",NA,"2010-2011","Out-of-School Suspension","Sanctions","Number",0,3,"Eastern"
"Union School District",NA,"2010-2011","Expulsion","Sanctions","Number",0,3,"Eastern"
"Union School District",NA,"2010-2011","Bus Suspension","Sanctions","Number",-9999,3,"Eastern"
"Union School District",NA,"2011-2012","In-School Suspension","Sanctions","Number",-6666,3,"Eastern"
"Union School District",NA,"2011-2012","Out-of-School Suspension","Sanctions","Number",-6666,3,"Eastern"
"Union School District",NA,"2011-2012","Expulsion","Sanctions","Number",-6666,3,"Eastern"
"Union School District",NA,"2011-2012","Bus Suspension","Sanctions","Number",-6666,3,"Eastern"
"Union School District",NA,"2012-2013","In-School Suspension","Sanctions","Number",-6666,3,"Eastern"
"Union School District",NA,"2012-2013","Out-of-School Suspension","Sanctions","Number",-6666,3,"Eastern"
"Union School District",NA,"2012-2013","Expulsion","Sanctions","Number",-6666,3,"Eastern"
"Union School District",NA,"2012-2013","Bus Suspension","Sanctions","Number",-6666,3,"Eastern"
"Union School District",NA,"2013-2014","In-School Suspension","Sanctions","Number",-6666,3,"Eastern"
"Union School District",NA,"2013-2014","Out-of-School Suspension","Sanctions","Number",-6666,3,"Eastern"
"Union School District",NA,"2013-2014","Expulsion","Sanctions","Number",-6666,3,"Eastern"
"Union School District",NA,"2013-2014","Bus Suspension","Sanctions","Number",-6666,3,"Eastern"
"Union School District",NA,"2014-2015","In-School Suspension","Sanctions","Number",-6666,3,"Eastern"
"Union School District",NA,"2014-2015","Out-of-School Suspension","Sanctions","Number",-6666,3,"Eastern"
"Union School District",NA,"2014-2015","Expulsion","Sanctions","Number",-6666,3,"Eastern"
"Union School District",NA,"2014-2015","Bus Suspension","Sanctions","Number",-6666,3,"Eastern"
"Union School District",NA,"2015-2016","In-School Suspension","Sanctions","Number",-9999,3,"Eastern"
"Union School District",NA,"2015-2016","Out-of-School Suspension","Sanctions","Number",0,3,"Eastern"
"Union School District",NA,"2015-2016","Expulsion","Sanctions","Number",0,3,"Eastern"
"Union School District",NA,"2015-2016","Bus Suspension","Sanctions","Number",0,3,"Eastern"
"Union School District",NA,"2016-2017","In-School Suspension","Sanctions","Number",-6666,3,"Eastern"
"Union School District",NA,"2016-2017","Out-of-School Suspension","Sanctions","Number",-6666,3,"Eastern"
"Union School District",NA,"2016-2017","Expulsion","Sanctions","Number",-6666,3,"Eastern"
"Union School District",NA,"2016-2017","Bus Suspension","Sanctions","Number",-6666,3,"Eastern"
"Vernon School District",901378250,"2009-2010","In-School Suspension","Sanctions","Number",263,4,"North Central"
"Vernon School District",901378250,"2009-2010","Out-of-School Suspension","Sanctions","Number",722,4,"North Central"
"Vernon School District",901378250,"2009-2010","Expulsion","Sanctions","Number",8,4,"North Central"
"Vernon School District",901378250,"2009-2010","Bus Suspension","Sanctions","Number",-9999,4,"North Central"
"Vernon School District",901378250,"2010-2011","In-School Suspension","Sanctions","Number",1040,4,"North Central"
"Vernon School District",901378250,"2010-2011","Out-of-School Suspension","Sanctions","Number",221,4,"North Central"
"Vernon School District",901378250,"2010-2011","Expulsion","Sanctions","Number",0,4,"North Central"
"Vernon School District",901378250,"2010-2011","Bus Suspension","Sanctions","Number",31,4,"North Central"
"Vernon School District",901378250,"2011-2012","In-School Suspension","Sanctions","Number",858,4,"North Central"
"Vernon School District",901378250,"2011-2012","Out-of-School Suspension","Sanctions","Number",170,4,"North Central"
"Vernon School District",901378250,"2011-2012","Expulsion","Sanctions","Number",-9999,4,"North Central"
"Vernon School District",901378250,"2011-2012","Bus Suspension","Sanctions","Number",37,4,"North Central"
"Vernon School District",901378250,"2012-2013","In-School Suspension","Sanctions","Number",1023,4,"North Central"
"Vernon School District",901378250,"2012-2013","Out-of-School Suspension","Sanctions","Number",218,4,"North Central"
"Vernon School District",901378250,"2012-2013","Expulsion","Sanctions","Number",0,4,"North Central"
"Vernon School District",901378250,"2012-2013","Bus Suspension","Sanctions","Number",19,4,"North Central"
"Vernon School District",901378250,"2013-2014","In-School Suspension","Sanctions","Number",622,4,"North Central"
"Vernon School District",901378250,"2013-2014","Out-of-School Suspension","Sanctions","Number",275,4,"North Central"
"Vernon School District",901378250,"2013-2014","Expulsion","Sanctions","Number",-9999,4,"North Central"
"Vernon School District",901378250,"2013-2014","Bus Suspension","Sanctions","Number",15,4,"North Central"
"Vernon School District",901378250,"2014-2015","In-School Suspension","Sanctions","Number",925,4,"North Central"
"Vernon School District",901378250,"2014-2015","Out-of-School Suspension","Sanctions","Number",321,4,"North Central"
"Vernon School District",901378250,"2014-2015","Expulsion","Sanctions","Number",-9999,4,"North Central"
"Vernon School District",901378250,"2014-2015","Bus Suspension","Sanctions","Number",10,4,"North Central"
"Vernon School District",901378250,"2015-2016","In-School Suspension","Sanctions","Number",942,4,"North Central"
"Vernon School District",901378250,"2015-2016","Out-of-School Suspension","Sanctions","Number",449,4,"North Central"
"Vernon School District",901378250,"2015-2016","Expulsion","Sanctions","Number",-9999,4,"North Central"
"Vernon School District",901378250,"2015-2016","Bus Suspension","Sanctions","Number",11,4,"North Central"
"Vernon School District",901378250,"2016-2017","In-School Suspension","Sanctions","Number",721,4,"North Central"
"Vernon School District",901378250,"2016-2017","Out-of-School Suspension","Sanctions","Number",296,4,"North Central"
"Vernon School District",901378250,"2016-2017","Expulsion","Sanctions","Number",-9999,4,"North Central"
"Vernon School District",901378250,"2016-2017","Bus Suspension","Sanctions","Number",13,4,"North Central"
"Voluntown School District",NA,"2009-2010","In-School Suspension","Sanctions","Number",21,3,"Eastern"
"Voluntown School District",NA,"2009-2010","Out-of-School Suspension","Sanctions","Number",-9999,3,"Eastern"
"Voluntown School District",NA,"2009-2010","Expulsion","Sanctions","Number",0,3,"Eastern"
"Voluntown School District",NA,"2009-2010","Bus Suspension","Sanctions","Number",0,3,"Eastern"
"Voluntown School District",NA,"2010-2011","In-School Suspension","Sanctions","Number",-9999,3,"Eastern"
"Voluntown School District",NA,"2010-2011","Out-of-School Suspension","Sanctions","Number",0,3,"Eastern"
"Voluntown School District",NA,"2010-2011","Expulsion","Sanctions","Number",0,3,"Eastern"
"Voluntown School District",NA,"2010-2011","Bus Suspension","Sanctions","Number",0,3,"Eastern"
"Voluntown School District",NA,"2011-2012","In-School Suspension","Sanctions","Number",13,3,"Eastern"
"Voluntown School District",NA,"2011-2012","Out-of-School Suspension","Sanctions","Number",0,3,"Eastern"
"Voluntown School District",NA,"2011-2012","Expulsion","Sanctions","Number",0,3,"Eastern"
"Voluntown School District",NA,"2011-2012","Bus Suspension","Sanctions","Number",0,3,"Eastern"
"Voluntown School District",NA,"2012-2013","In-School Suspension","Sanctions","Number",-9999,3,"Eastern"
"Voluntown School District",NA,"2012-2013","Out-of-School Suspension","Sanctions","Number",0,3,"Eastern"
"Voluntown School District",NA,"2012-2013","Expulsion","Sanctions","Number",0,3,"Eastern"
"Voluntown School District",NA,"2012-2013","Bus Suspension","Sanctions","Number",0,3,"Eastern"
"Voluntown School District",NA,"2013-2014","In-School Suspension","Sanctions","Number",-9999,3,"Eastern"
"Voluntown School District",NA,"2013-2014","Out-of-School Suspension","Sanctions","Number",0,3,"Eastern"
"Voluntown School District",NA,"2013-2014","Expulsion","Sanctions","Number",0,3,"Eastern"
"Voluntown School District",NA,"2013-2014","Bus Suspension","Sanctions","Number",0,3,"Eastern"
"Voluntown School District",NA,"2014-2015","In-School Suspension","Sanctions","Number",9,3,"Eastern"
"Voluntown School District",NA,"2014-2015","Out-of-School Suspension","Sanctions","Number",0,3,"Eastern"
"Voluntown School District",NA,"2014-2015","Expulsion","Sanctions","Number",0,3,"Eastern"
"Voluntown School District",NA,"2014-2015","Bus Suspension","Sanctions","Number",0,3,"Eastern"
"Voluntown School District",NA,"2015-2016","In-School Suspension","Sanctions","Number",-9999,3,"Eastern"
"Voluntown School District",NA,"2015-2016","Out-of-School Suspension","Sanctions","Number",0,3,"Eastern"
"Voluntown School District",NA,"2015-2016","Expulsion","Sanctions","Number",0,3,"Eastern"
"Voluntown School District",NA,"2015-2016","Bus Suspension","Sanctions","Number",-9999,3,"Eastern"
"Voluntown School District",NA,"2016-2017","In-School Suspension","Sanctions","Number",-9999,3,"Eastern"
"Voluntown School District",NA,"2016-2017","Out-of-School Suspension","Sanctions","Number",0,3,"Eastern"
"Voluntown School District",NA,"2016-2017","Expulsion","Sanctions","Number",0,3,"Eastern"
"Voluntown School District",NA,"2016-2017","Bus Suspension","Sanctions","Number",0,3,"Eastern"
"Wallingford School District",900978740,"2009-2010","In-School Suspension","Sanctions","Number",743,6,"Central"
"Wallingford School District",900978740,"2009-2010","Out-of-School Suspension","Sanctions","Number",310,6,"Central"
"Wallingford School District",900978740,"2009-2010","Expulsion","Sanctions","Number",0,6,"Central"
"Wallingford School District",900978740,"2009-2010","Bus Suspension","Sanctions","Number",16,6,"Central"
"Wallingford School District",900978740,"2010-2011","In-School Suspension","Sanctions","Number",656,6,"Central"
"Wallingford School District",900978740,"2010-2011","Out-of-School Suspension","Sanctions","Number",237,6,"Central"
"Wallingford School District",900978740,"2010-2011","Expulsion","Sanctions","Number",0,6,"Central"
"Wallingford School District",900978740,"2010-2011","Bus Suspension","Sanctions","Number",25,6,"Central"
"Wallingford School District",900978740,"2011-2012","In-School Suspension","Sanctions","Number",780,6,"Central"
"Wallingford School District",900978740,"2011-2012","Out-of-School Suspension","Sanctions","Number",201,6,"Central"
