"id","long","lat","order","hole","piece","group","FIPS","Region","Value"
"Andover",-72.422818,41.73196,1,FALSE,"1","Andover.1",901301080,"Region 4:North Central",0
"Andover",-72.418418,41.732106,2,FALSE,"1","Andover.1",901301080,"Region 4:North Central",0
"Andover",-72.403622,41.733992,3,FALSE,"1","Andover.1",901301080,"Region 4:North Central",0
"Andover",-72.405105,41.738801,4,FALSE,"1","Andover.1",901301080,"Region 4:North Central",0
"Andover",-72.405333,41.742595,5,FALSE,"1","Andover.1",901301080,"Region 4:North Central",0
"Andover",-72.410251,41.765505,6,FALSE,"1","Andover.1",901301080,"Region 4:North Central",0
"Andover",-72.38092,41.76386,7,FALSE,"1","Andover.1",901301080,"Region 4:North Central",0
"Andover",-72.366474,41.765661,8,FALSE,"1","Andover.1",901301080,"Region 4:North Central",0
"Andover",-72.354883,41.767127,9,FALSE,"1","Andover.1",901301080,"Region 4:North Central",0
"Andover",-72.353271,41.765844,10,FALSE,"1","Andover.1",901301080,"Region 4:North Central",0
"Andover",-72.328872,41.738819,11,FALSE,"1","Andover.1",901301080,"Region 4:North Central",0
"Andover",-72.32949,41.737437,12,FALSE,"1","Andover.1",901301080,"Region 4:North Central",0
"Andover",-72.334379,41.731458,13,FALSE,"1","Andover.1",901301080,"Region 4:North Central",0
"Andover",-72.342621,41.722328,14,FALSE,"1","Andover.1",901301080,"Region 4:North Central",0
"Andover",-72.35072,41.711881,15,FALSE,"1","Andover.1",901301080,"Region 4:North Central",0
"Andover",-72.353803,41.706729,16,FALSE,"1","Andover.1",901301080,"Region 4:North Central",0
"Andover",-72.356478,41.701497,17,FALSE,"1","Andover.1",901301080,"Region 4:North Central",0
"Andover",-72.388538,41.698043,18,FALSE,"1","Andover.1",901301080,"Region 4:North Central",0
"Andover",-72.398746,41.696908,19,FALSE,"1","Andover.1",901301080,"Region 4:North Central",0
"Andover",-72.412393,41.715798,20,FALSE,"1","Andover.1",901301080,"Region 4:North Central",0
"Andover",-72.413909,41.718583,21,FALSE,"1","Andover.1",901301080,"Region 4:North Central",0
"Andover",-72.415658,41.720456,22,FALSE,"1","Andover.1",901301080,"Region 4:North Central",0
"Andover",-72.419113,41.725103,23,FALSE,"1","Andover.1",901301080,"Region 4:North Central",0
"Andover",-72.421727,41.730343,24,FALSE,"1","Andover.1",901301080,"Region 4:North Central",0
"Andover",-72.422818,41.73196,25,FALSE,"1","Andover.1",901301080,"Region 4:North Central",0
"Ansonia",-73.10054,41.354018,26,FALSE,"1","Ansonia.1",900901220,"Region 2:South Central",0
"Ansonia",-73.094811,41.360695,27,FALSE,"1","Ansonia.1",900901220,"Region 2:South Central",0
"Ansonia",-73.09289,41.360791,28,FALSE,"1","Ansonia.1",900901220,"Region 2:South Central",0
"Ansonia",-73.091169,41.360543,29,FALSE,"1","Ansonia.1",900901220,"Region 2:South Central",0
"Ansonia",-73.089501,41.361307,30,FALSE,"1","Ansonia.1",900901220,"Region 2:South Central",0
"Ansonia",-73.085857,41.362939,31,FALSE,"1","Ansonia.1",900901220,"Region 2:South Central",0
"Ansonia",-73.080662,41.36289,32,FALSE,"1","Ansonia.1",900901220,"Region 2:South Central",0
"Ansonia",-73.072254,41.360621,33,FALSE,"1","Ansonia.1",900901220,"Region 2:South Central",0
"Ansonia",-73.064908,41.360295,34,FALSE,"1","Ansonia.1",900901220,"Region 2:South Central",0
"Ansonia",-73.049934,41.36021,35,FALSE,"1","Ansonia.1",900901220,"Region 2:South Central",0
"Ansonia",-73.047162,41.360531,36,FALSE,"1","Ansonia.1",900901220,"Region 2:South Central",0
"Ansonia",-73.046445,41.352086,37,FALSE,"1","Ansonia.1",900901220,"Region 2:South Central",0
"Ansonia",-73.046334,41.346078,38,FALSE,"1","Ansonia.1",900901220,"Region 2:South Central",0
"Ansonia",-73.043718,41.34232,39,FALSE,"1","Ansonia.1",900901220,"Region 2:South Central",0
"Ansonia",-73.042943,41.338823,40,FALSE,"1","Ansonia.1",900901220,"Region 2:South Central",0
"Ansonia",-73.041881,41.337578,41,FALSE,"1","Ansonia.1",900901220,"Region 2:South Central",0
"Ansonia",-73.039981,41.332357,42,FALSE,"1","Ansonia.1",900901220,"Region 2:South Central",0
"Ansonia",-73.038934,41.32801,43,FALSE,"1","Ansonia.1",900901220,"Region 2:South Central",0
"Ansonia",-73.039141,41.326654,44,FALSE,"1","Ansonia.1",900901220,"Region 2:South Central",0
"Ansonia",-73.050976,41.324706,45,FALSE,"1","Ansonia.1",900901220,"Region 2:South Central",0
"Ansonia",-73.053511,41.324614,46,FALSE,"1","Ansonia.1",900901220,"Region 2:South Central",0
"Ansonia",-73.055973,41.32385,47,FALSE,"1","Ansonia.1",900901220,"Region 2:South Central",0
"Ansonia",-73.058267,41.324007,48,FALSE,"1","Ansonia.1",900901220,"Region 2:South Central",0
"Ansonia",-73.060679,41.324473,49,FALSE,"1","Ansonia.1",900901220,"Region 2:South Central",0
"Ansonia",-73.065019,41.325245,50,FALSE,"1","Ansonia.1",900901220,"Region 2:South Central",0
"Ansonia",-73.066166,41.326353,51,FALSE,"1","Ansonia.1",900901220,"Region 2:South Central",0
"Ansonia",-73.072098,41.326851,52,FALSE,"1","Ansonia.1",900901220,"Region 2:South Central",0
"Ansonia",-73.072317,41.327344,53,FALSE,"1","Ansonia.1",900901220,"Region 2:South Central",0
"Ansonia",-73.076378,41.32895,54,FALSE,"1","Ansonia.1",900901220,"Region 2:South Central",0
"Ansonia",-73.077258,41.330334,55,FALSE,"1","Ansonia.1",900901220,"Region 2:South Central",0
"Ansonia",-73.079182,41.330837,56,FALSE,"1","Ansonia.1",900901220,"Region 2:South Central",0
"Ansonia",-73.084517,41.333015,57,FALSE,"1","Ansonia.1",900901220,"Region 2:South Central",0
"Ansonia",-73.088084,41.335072,58,FALSE,"1","Ansonia.1",900901220,"Region 2:South Central",0
"Ansonia",-73.0897,41.337704,59,FALSE,"1","Ansonia.1",900901220,"Region 2:South Central",0
"Ansonia",-73.090175,41.338127,60,FALSE,"1","Ansonia.1",900901220,"Region 2:South Central",0
"Ansonia",-73.09177,41.339035,61,FALSE,"1","Ansonia.1",900901220,"Region 2:South Central",0
"Ansonia",-73.092754,41.33943,62,FALSE,"1","Ansonia.1",900901220,"Region 2:South Central",0
"Ansonia",-73.094785,41.339101,63,FALSE,"1","Ansonia.1",900901220,"Region 2:South Central",0
"Ansonia",-73.095462,41.339222,64,FALSE,"1","Ansonia.1",900901220,"Region 2:South Central",0
"Ansonia",-73.096255,41.341292,65,FALSE,"1","Ansonia.1",900901220,"Region 2:South Central",0
"Ansonia",-73.102353,41.352896,66,FALSE,"1","Ansonia.1",900901220,"Region 2:South Central",0
"Ansonia",-73.10054,41.354018,67,FALSE,"1","Ansonia.1",900901220,"Region 2:South Central",0
