"Town","FIPS","Year","Gender","Race/Ethnicity","Age Cohort","Measure Type","Variable","Value","Region"
"Killingly",901540500,"2012-2016","Male","All","0 to 4 years","Number","Margins of Error",130,"Eastern Region"
"Killingly",901540500,"2012-2016","Male","All","5 to 9 years","Number","Population",430,"Eastern Region"
"Killingly",901540500,"2012-2016","Male","All","5 to 9 years","Number","Margins of Error",186,"Eastern Region"
"Killingly",901540500,"2012-2016","Male","All","10 to 14 years","Number","Population",418,"Eastern Region"
"Killingly",901540500,"2012-2016","Male","All","10 to 14 years","Number","Margins of Error",127,"Eastern Region"
"Killingly",901540500,"2012-2016","Male","All","15 to 19 years","Number","Population",624,"Eastern Region"
"Killingly",901540500,"2012-2016","Male","All","15 to 19 years","Number","Margins of Error",179,"Eastern Region"
"Killingly",901540500,"2012-2016","Male","All","20 to 24 years","Number","Population",530,"Eastern Region"
"Killingly",901540500,"2012-2016","Male","All","20 to 24 years","Number","Margins of Error",202,"Eastern Region"
"Killingly",901540500,"2012-2016","Male","All","25 to 29 years","Number","Population",536,"Eastern Region"
"Killingly",901540500,"2012-2016","Male","All","25 to 29 years","Number","Margins of Error",204,"Eastern Region"
"Killingly",901540500,"2012-2016","Male","All","30 to 34 years","Number","Population",543,"Eastern Region"
"Killingly",901540500,"2012-2016","Male","All","30 to 34 years","Number","Margins of Error",154,"Eastern Region"
"Killingly",901540500,"2012-2016","Male","All","35 to 44 years","Number","Population",1188,"Eastern Region"
"Killingly",901540500,"2012-2016","Male","All","35 to 44 years","Number","Margins of Error",276,"Eastern Region"
"Killingly",901540500,"2012-2016","Male","All","45 to 54 years","Number","Population",1400,"Eastern Region"
"Killingly",901540500,"2012-2016","Male","All","45 to 54 years","Number","Margins of Error",263,"Eastern Region"
"Killingly",901540500,"2012-2016","Male","All","55 to 64 years","Number","Population",1222,"Eastern Region"
"Killingly",901540500,"2012-2016","Male","All","55 to 64 years","Number","Margins of Error",248,"Eastern Region"
"Killingly",901540500,"2012-2016","Male","All","65 to 74 years","Number","Population",574,"Eastern Region"
"Killingly",901540500,"2012-2016","Male","All","65 to 74 years","Number","Margins of Error",126,"Eastern Region"
"Killingly",901540500,"2012-2016","Male","All","75 to 84 years","Number","Population",336,"Eastern Region"
"Killingly",901540500,"2012-2016","Male","All","75 to 84 years","Number","Margins of Error",98,"Eastern Region"
"Killingly",901540500,"2012-2016","Male","All","85 years and over","Number","Population",75,"Eastern Region"
"Killingly",901540500,"2012-2016","Male","All","85 years and over","Number","Margins of Error",45,"Eastern Region"
"Killingly",901540500,"2012-2016","Total","All","Total","Number","Population",17189,"Eastern Region"
"Killingly",901540500,"2012-2016","Total","All","Total","Number","Margins of Error",29,"Eastern Region"
"Killingly",901540500,"2012-2016","Total","All","0 to 4 years","Number","Population",1022,"Eastern Region"
"Killingly",901540500,"2012-2016","Total","All","0 to 4 years","Number","Margins of Error",200,"Eastern Region"
"Killingly",901540500,"2012-2016","Total","All","5 to 9 years","Number","Population",900,"Eastern Region"
"Killingly",901540500,"2012-2016","Total","All","5 to 9 years","Number","Margins of Error",235,"Eastern Region"
"Killingly",901540500,"2012-2016","Total","All","10 to 14 years","Number","Population",881,"Eastern Region"
"Killingly",901540500,"2012-2016","Total","All","10 to 14 years","Number","Margins of Error",230,"Eastern Region"
"Killingly",901540500,"2012-2016","Total","All","15 to 19 years","Number","Population",1181,"Eastern Region"
"Killingly",901540500,"2012-2016","Total","All","15 to 19 years","Number","Margins of Error",252,"Eastern Region"
"Killingly",901540500,"2012-2016","Total","All","20 to 24 years","Number","Population",960,"Eastern Region"
"Killingly",901540500,"2012-2016","Total","All","20 to 24 years","Number","Margins of Error",244,"Eastern Region"
"Killingly",901540500,"2012-2016","Total","All","25 to 29 years","Number","Population",996,"Eastern Region"
"Killingly",901540500,"2012-2016","Total","All","25 to 29 years","Number","Margins of Error",269,"Eastern Region"
"Killingly",901540500,"2012-2016","Total","All","30 to 34 years","Number","Population",1212,"Eastern Region"
"Killingly",901540500,"2012-2016","Total","All","30 to 34 years","Number","Margins of Error",216,"Eastern Region"
"Killingly",901540500,"2012-2016","Total","All","35 to 44 years","Number","Population",2335,"Eastern Region"
"Killingly",901540500,"2012-2016","Total","All","35 to 44 years","Number","Margins of Error",368,"Eastern Region"
"Killingly",901540500,"2012-2016","Total","All","45 to 54 years","Number","Population",2764,"Eastern Region"
"Killingly",901540500,"2012-2016","Total","All","45 to 54 years","Number","Margins of Error",357,"Eastern Region"
"Killingly",901540500,"2012-2016","Total","All","55 to 64 years","Number","Population",2464,"Eastern Region"
"Killingly",901540500,"2012-2016","Total","All","55 to 64 years","Number","Margins of Error",337,"Eastern Region"
"Killingly",901540500,"2012-2016","Total","All","65 to 74 years","Number","Population",1428,"Eastern Region"
"Killingly",901540500,"2012-2016","Total","All","65 to 74 years","Number","Margins of Error",234,"Eastern Region"
"Killingly",901540500,"2012-2016","Total","All","75 to 84 years","Number","Population",711,"Eastern Region"
"Killingly",901540500,"2012-2016","Total","All","75 to 84 years","Number","Margins of Error",155,"Eastern Region"
"Killingly",901540500,"2012-2016","Total","All","85 years and over","Number","Population",335,"Eastern Region"
"Killingly",901540500,"2012-2016","Total","All","85 years and over","Number","Margins of Error",104,"Eastern Region"
"Killingworth",900740710,"2012-2016","Female","All","Total","Number","Population",3278,"Eastern Region"
"Killingworth",900740710,"2012-2016","Female","All","Total","Number","Margins of Error",165,"Eastern Region"
"Killingworth",900740710,"2012-2016","Female","All","0 to 4 years","Number","Population",152,"Eastern Region"
"Killingworth",900740710,"2012-2016","Female","All","0 to 4 years","Number","Margins of Error",86,"Eastern Region"
"Killingworth",900740710,"2012-2016","Female","All","5 to 9 years","Number","Population",143,"Eastern Region"
"Killingworth",900740710,"2012-2016","Female","All","5 to 9 years","Number","Margins of Error",85,"Eastern Region"
"Killingworth",900740710,"2012-2016","Female","All","10 to 14 years","Number","Population",296,"Eastern Region"
"Killingworth",900740710,"2012-2016","Female","All","10 to 14 years","Number","Margins of Error",119,"Eastern Region"
"Killingworth",900740710,"2012-2016","Female","All","15 to 19 years","Number","Population",195,"Eastern Region"
"Killingworth",900740710,"2012-2016","Female","All","15 to 19 years","Number","Margins of Error",77,"Eastern Region"
"Killingworth",900740710,"2012-2016","Female","All","20 to 24 years","Number","Population",110,"Eastern Region"
"Killingworth",900740710,"2012-2016","Female","All","20 to 24 years","Number","Margins of Error",71,"Eastern Region"
"Killingworth",900740710,"2012-2016","Female","All","25 to 29 years","Number","Population",53,"Eastern Region"
"Killingworth",900740710,"2012-2016","Female","All","25 to 29 years","Number","Margins of Error",50,"Eastern Region"
"Killingworth",900740710,"2012-2016","Female","All","30 to 34 years","Number","Population",127,"Eastern Region"
"Killingworth",900740710,"2012-2016","Female","All","30 to 34 years","Number","Margins of Error",67,"Eastern Region"
"Killingworth",900740710,"2012-2016","Female","All","35 to 44 years","Number","Population",318,"Eastern Region"
"Killingworth",900740710,"2012-2016","Female","All","35 to 44 years","Number","Margins of Error",92,"Eastern Region"
"Killingworth",900740710,"2012-2016","Female","All","45 to 54 years","Number","Population",607,"Eastern Region"
"Killingworth",900740710,"2012-2016","Female","All","45 to 54 years","Number","Margins of Error",150,"Eastern Region"
"Killingworth",900740710,"2012-2016","Female","All","55 to 64 years","Number","Population",624,"Eastern Region"
"Killingworth",900740710,"2012-2016","Female","All","55 to 64 years","Number","Margins of Error",163,"Eastern Region"
"Killingworth",900740710,"2012-2016","Female","All","65 to 74 years","Number","Population",415,"Eastern Region"
"Killingworth",900740710,"2012-2016","Female","All","65 to 74 years","Number","Margins of Error",133,"Eastern Region"
"Killingworth",900740710,"2012-2016","Female","All","75 to 84 years","Number","Population",142,"Eastern Region"
"Killingworth",900740710,"2012-2016","Female","All","75 to 84 years","Number","Margins of Error",66,"Eastern Region"
"Killingworth",900740710,"2012-2016","Female","All","85 years and over","Number","Population",96,"Eastern Region"
"Killingworth",900740710,"2012-2016","Female","All","85 years and over","Number","Margins of Error",75,"Eastern Region"
"Killingworth",900740710,"2012-2016","Male","All","Total","Number","Population",3186,"Eastern Region"
"Killingworth",900740710,"2012-2016","Male","All","Total","Number","Margins of Error",167,"Eastern Region"
"Killingworth",900740710,"2012-2016","Male","All","0 to 4 years","Number","Population",93,"Eastern Region"
"Killingworth",900740710,"2012-2016","Male","All","0 to 4 years","Number","Margins of Error",65,"Eastern Region"
"Killingworth",900740710,"2012-2016","Male","All","5 to 9 years","Number","Population",179,"Eastern Region"
"Killingworth",900740710,"2012-2016","Male","All","5 to 9 years","Number","Margins of Error",69,"Eastern Region"
"Killingworth",900740710,"2012-2016","Male","All","10 to 14 years","Number","Population",227,"Eastern Region"
"Killingworth",900740710,"2012-2016","Male","All","10 to 14 years","Number","Margins of Error",88,"Eastern Region"
"Killingworth",900740710,"2012-2016","Male","All","15 to 19 years","Number","Population",188,"Eastern Region"
"Killingworth",900740710,"2012-2016","Male","All","15 to 19 years","Number","Margins of Error",97,"Eastern Region"
"Killingworth",900740710,"2012-2016","Male","All","20 to 24 years","Number","Population",212,"Eastern Region"
"Killingworth",900740710,"2012-2016","Male","All","20 to 24 years","Number","Margins of Error",92,"Eastern Region"
"Killingworth",900740710,"2012-2016","Male","All","25 to 29 years","Number","Population",107,"Eastern Region"
"Killingworth",900740710,"2012-2016","Male","All","25 to 29 years","Number","Margins of Error",67,"Eastern Region"
"Killingworth",900740710,"2012-2016","Male","All","30 to 34 years","Number","Population",80,"Eastern Region"
"Killingworth",900740710,"2012-2016","Male","All","30 to 34 years","Number","Margins of Error",60,"Eastern Region"
"Killingworth",900740710,"2012-2016","Male","All","35 to 44 years","Number","Population",357,"Eastern Region"
"Killingworth",900740710,"2012-2016","Male","All","35 to 44 years","Number","Margins of Error",112,"Eastern Region"
"Killingworth",900740710,"2012-2016","Male","All","45 to 54 years","Number","Population",646,"Eastern Region"
"Killingworth",900740710,"2012-2016","Male","All","45 to 54 years","Number","Margins of Error",159,"Eastern Region"
"Killingworth",900740710,"2012-2016","Male","All","55 to 64 years","Number","Population",501,"Eastern Region"
"Killingworth",900740710,"2012-2016","Male","All","55 to 64 years","Number","Margins of Error",166,"Eastern Region"
"Killingworth",900740710,"2012-2016","Male","All","65 to 74 years","Number","Population",371,"Eastern Region"
"Killingworth",900740710,"2012-2016","Male","All","65 to 74 years","Number","Margins of Error",117,"Eastern Region"
"Killingworth",900740710,"2012-2016","Male","All","75 to 84 years","Number","Population",168,"Eastern Region"
"Killingworth",900740710,"2012-2016","Male","All","75 to 84 years","Number","Margins of Error",76,"Eastern Region"
"Killingworth",900740710,"2012-2016","Male","All","85 years and over","Number","Population",57,"Eastern Region"
"Killingworth",900740710,"2012-2016","Male","All","85 years and over","Number","Margins of Error",38,"Eastern Region"
"Killingworth",900740710,"2012-2016","Total","All","Total","Number","Population",6464,"Eastern Region"
"Killingworth",900740710,"2012-2016","Total","All","Total","Number","Margins of Error",17,"Eastern Region"
"Killingworth",900740710,"2012-2016","Total","All","0 to 4 years","Number","Population",245,"Eastern Region"
"Killingworth",900740710,"2012-2016","Total","All","0 to 4 years","Number","Margins of Error",108,"Eastern Region"
"Killingworth",900740710,"2012-2016","Total","All","5 to 9 years","Number","Population",322,"Eastern Region"
"Killingworth",900740710,"2012-2016","Total","All","5 to 9 years","Number","Margins of Error",109,"Eastern Region"
"Killingworth",900740710,"2012-2016","Total","All","10 to 14 years","Number","Population",523,"Eastern Region"
"Killingworth",900740710,"2012-2016","Total","All","10 to 14 years","Number","Margins of Error",148,"Eastern Region"
"Killingworth",900740710,"2012-2016","Total","All","15 to 19 years","Number","Population",383,"Eastern Region"
"Killingworth",900740710,"2012-2016","Total","All","15 to 19 years","Number","Margins of Error",123,"Eastern Region"
"Killingworth",900740710,"2012-2016","Total","All","20 to 24 years","Number","Population",322,"Eastern Region"
"Killingworth",900740710,"2012-2016","Total","All","20 to 24 years","Number","Margins of Error",117,"Eastern Region"
"Killingworth",900740710,"2012-2016","Total","All","25 to 29 years","Number","Population",160,"Eastern Region"
"Killingworth",900740710,"2012-2016","Total","All","25 to 29 years","Number","Margins of Error",84,"Eastern Region"
"Killingworth",900740710,"2012-2016","Total","All","30 to 34 years","Number","Population",207,"Eastern Region"
"Killingworth",900740710,"2012-2016","Total","All","30 to 34 years","Number","Margins of Error",90,"Eastern Region"
"Killingworth",900740710,"2012-2016","Total","All","35 to 44 years","Number","Population",675,"Eastern Region"
"Killingworth",900740710,"2012-2016","Total","All","35 to 44 years","Number","Margins of Error",145,"Eastern Region"
"Killingworth",900740710,"2012-2016","Total","All","45 to 54 years","Number","Population",1253,"Eastern Region"
"Killingworth",900740710,"2012-2016","Total","All","45 to 54 years","Number","Margins of Error",219,"Eastern Region"
"Killingworth",900740710,"2012-2016","Total","All","55 to 64 years","Number","Population",1125,"Eastern Region"
"Killingworth",900740710,"2012-2016","Total","All","55 to 64 years","Number","Margins of Error",233,"Eastern Region"
"Killingworth",900740710,"2012-2016","Total","All","65 to 74 years","Number","Population",786,"Eastern Region"
"Killingworth",900740710,"2012-2016","Total","All","65 to 74 years","Number","Margins of Error",177,"Eastern Region"
"Killingworth",900740710,"2012-2016","Total","All","75 to 84 years","Number","Population",310,"Eastern Region"
"Killingworth",900740710,"2012-2016","Total","All","75 to 84 years","Number","Margins of Error",101,"Eastern Region"
"Killingworth",900740710,"2012-2016","Total","All","85 years and over","Number","Population",153,"Eastern Region"
"Killingworth",900740710,"2012-2016","Total","All","85 years and over","Number","Margins of Error",84,"Eastern Region"
"Lebanon",901142390,"2012-2016","Female","All","Total","Number","Population",3362,"Eastern Region"
"Lebanon",901142390,"2012-2016","Female","All","Total","Number","Margins of Error",171,"Eastern Region"
"Lebanon",901142390,"2012-2016","Female","All","0 to 4 years","Number","Population",88,"Eastern Region"
"Lebanon",901142390,"2012-2016","Female","All","0 to 4 years","Number","Margins of Error",78,"Eastern Region"
"Lebanon",901142390,"2012-2016","Female","All","5 to 9 years","Number","Population",176,"Eastern Region"
"Lebanon",901142390,"2012-2016","Female","All","5 to 9 years","Number","Margins of Error",80,"Eastern Region"
"Lebanon",901142390,"2012-2016","Female","All","10 to 14 years","Number","Population",167,"Eastern Region"
"Lebanon",901142390,"2012-2016","Female","All","10 to 14 years","Number","Margins of Error",99,"Eastern Region"
"Lebanon",901142390,"2012-2016","Female","All","15 to 19 years","Number","Population",146,"Eastern Region"
"Lebanon",901142390,"2012-2016","Female","All","15 to 19 years","Number","Margins of Error",96,"Eastern Region"
"Lebanon",901142390,"2012-2016","Female","All","20 to 24 years","Number","Population",80,"Eastern Region"
"Lebanon",901142390,"2012-2016","Female","All","20 to 24 years","Number","Margins of Error",59,"Eastern Region"
"Lebanon",901142390,"2012-2016","Female","All","25 to 29 years","Number","Population",200,"Eastern Region"
"Lebanon",901142390,"2012-2016","Female","All","25 to 29 years","Number","Margins of Error",93,"Eastern Region"
"Lebanon",901142390,"2012-2016","Female","All","30 to 34 years","Number","Population",144,"Eastern Region"
"Lebanon",901142390,"2012-2016","Female","All","30 to 34 years","Number","Margins of Error",77,"Eastern Region"
"Lebanon",901142390,"2012-2016","Female","All","35 to 44 years","Number","Population",521,"Eastern Region"
"Lebanon",901142390,"2012-2016","Female","All","35 to 44 years","Number","Margins of Error",149,"Eastern Region"
"Lebanon",901142390,"2012-2016","Female","All","45 to 54 years","Number","Population",612,"Eastern Region"
"Lebanon",901142390,"2012-2016","Female","All","45 to 54 years","Number","Margins of Error",195,"Eastern Region"
"Lebanon",901142390,"2012-2016","Female","All","55 to 64 years","Number","Population",625,"Eastern Region"
"Lebanon",901142390,"2012-2016","Female","All","55 to 64 years","Number","Margins of Error",161,"Eastern Region"
"Lebanon",901142390,"2012-2016","Female","All","65 to 74 years","Number","Population",459,"Eastern Region"
"Lebanon",901142390,"2012-2016","Female","All","65 to 74 years","Number","Margins of Error",130,"Eastern Region"
"Lebanon",901142390,"2012-2016","Female","All","75 to 84 years","Number","Population",116,"Eastern Region"
"Lebanon",901142390,"2012-2016","Female","All","75 to 84 years","Number","Margins of Error",66,"Eastern Region"
"Lebanon",901142390,"2012-2016","Female","All","85 years and over","Number","Population",28,"Eastern Region"
"Lebanon",901142390,"2012-2016","Female","All","85 years and over","Number","Margins of Error",34,"Eastern Region"
"Lebanon",901142390,"2012-2016","Male","All","Total","Number","Population",3897,"Eastern Region"
"Lebanon",901142390,"2012-2016","Male","All","Total","Number","Margins of Error",167,"Eastern Region"
"Lebanon",901142390,"2012-2016","Male","All","0 to 4 years","Number","Population",148,"Eastern Region"
"Lebanon",901142390,"2012-2016","Male","All","0 to 4 years","Number","Margins of Error",78,"Eastern Region"
"Lebanon",901142390,"2012-2016","Male","All","5 to 9 years","Number","Population",192,"Eastern Region"
"Lebanon",901142390,"2012-2016","Male","All","5 to 9 years","Number","Margins of Error",65,"Eastern Region"
"Lebanon",901142390,"2012-2016","Male","All","10 to 14 years","Number","Population",444,"Eastern Region"
"Lebanon",901142390,"2012-2016","Male","All","10 to 14 years","Number","Margins of Error",123,"Eastern Region"
"Lebanon",901142390,"2012-2016","Male","All","15 to 19 years","Number","Population",282,"Eastern Region"
"Lebanon",901142390,"2012-2016","Male","All","15 to 19 years","Number","Margins of Error",108,"Eastern Region"
"Lebanon",901142390,"2012-2016","Male","All","20 to 24 years","Number","Population",180,"Eastern Region"
"Lebanon",901142390,"2012-2016","Male","All","20 to 24 years","Number","Margins of Error",103,"Eastern Region"
"Lebanon",901142390,"2012-2016","Male","All","25 to 29 years","Number","Population",164,"Eastern Region"
"Lebanon",901142390,"2012-2016","Male","All","25 to 29 years","Number","Margins of Error",70,"Eastern Region"
"Lebanon",901142390,"2012-2016","Male","All","30 to 34 years","Number","Population",126,"Eastern Region"
"Lebanon",901142390,"2012-2016","Male","All","30 to 34 years","Number","Margins of Error",75,"Eastern Region"
"Lebanon",901142390,"2012-2016","Male","All","35 to 44 years","Number","Population",571,"Eastern Region"
"Lebanon",901142390,"2012-2016","Male","All","35 to 44 years","Number","Margins of Error",149,"Eastern Region"
"Lebanon",901142390,"2012-2016","Male","All","45 to 54 years","Number","Population",499,"Eastern Region"
"Lebanon",901142390,"2012-2016","Male","All","45 to 54 years","Number","Margins of Error",156,"Eastern Region"
"Lebanon",901142390,"2012-2016","Male","All","55 to 64 years","Number","Population",746,"Eastern Region"
"Lebanon",901142390,"2012-2016","Male","All","55 to 64 years","Number","Margins of Error",177,"Eastern Region"
"Lebanon",901142390,"2012-2016","Male","All","65 to 74 years","Number","Population",351,"Eastern Region"
"Lebanon",901142390,"2012-2016","Male","All","65 to 74 years","Number","Margins of Error",113,"Eastern Region"
"Lebanon",901142390,"2012-2016","Male","All","75 to 84 years","Number","Population",141,"Eastern Region"
"Lebanon",901142390,"2012-2016","Male","All","75 to 84 years","Number","Margins of Error",67,"Eastern Region"
"Lebanon",901142390,"2012-2016","Male","All","85 years and over","Number","Population",53,"Eastern Region"
"Lebanon",901142390,"2012-2016","Male","All","85 years and over","Number","Margins of Error",50,"Eastern Region"
"Lebanon",901142390,"2012-2016","Total","All","Total","Number","Population",7259,"Eastern Region"
"Lebanon",901142390,"2012-2016","Total","All","Total","Number","Margins of Error",20,"Eastern Region"
"Lebanon",901142390,"2012-2016","Total","All","0 to 4 years","Number","Population",236,"Eastern Region"
"Lebanon",901142390,"2012-2016","Total","All","0 to 4 years","Number","Margins of Error",110,"Eastern Region"
"Lebanon",901142390,"2012-2016","Total","All","5 to 9 years","Number","Population",368,"Eastern Region"
"Lebanon",901142390,"2012-2016","Total","All","5 to 9 years","Number","Margins of Error",103,"Eastern Region"
"Lebanon",901142390,"2012-2016","Total","All","10 to 14 years","Number","Population",611,"Eastern Region"
"Lebanon",901142390,"2012-2016","Total","All","10 to 14 years","Number","Margins of Error",158,"Eastern Region"
"Lebanon",901142390,"2012-2016","Total","All","15 to 19 years","Number","Population",428,"Eastern Region"
"Lebanon",901142390,"2012-2016","Total","All","15 to 19 years","Number","Margins of Error",144,"Eastern Region"
"Lebanon",901142390,"2012-2016","Total","All","20 to 24 years","Number","Population",260,"Eastern Region"
"Lebanon",901142390,"2012-2016","Total","All","20 to 24 years","Number","Margins of Error",119,"Eastern Region"
"Lebanon",901142390,"2012-2016","Total","All","25 to 29 years","Number","Population",364,"Eastern Region"
"Lebanon",901142390,"2012-2016","Total","All","25 to 29 years","Number","Margins of Error",116,"Eastern Region"
"Lebanon",901142390,"2012-2016","Total","All","30 to 34 years","Number","Population",270,"Eastern Region"
"Lebanon",901142390,"2012-2016","Total","All","30 to 34 years","Number","Margins of Error",107,"Eastern Region"
"Lebanon",901142390,"2012-2016","Total","All","35 to 44 years","Number","Population",1092,"Eastern Region"
"Lebanon",901142390,"2012-2016","Total","All","35 to 44 years","Number","Margins of Error",210,"Eastern Region"
"Lebanon",901142390,"2012-2016","Total","All","45 to 54 years","Number","Population",1111,"Eastern Region"
"Lebanon",901142390,"2012-2016","Total","All","45 to 54 years","Number","Margins of Error",250,"Eastern Region"
"Lebanon",901142390,"2012-2016","Total","All","55 to 64 years","Number","Population",1371,"Eastern Region"
"Lebanon",901142390,"2012-2016","Total","All","55 to 64 years","Number","Margins of Error",239,"Eastern Region"
"Lebanon",901142390,"2012-2016","Total","All","65 to 74 years","Number","Population",810,"Eastern Region"
"Lebanon",901142390,"2012-2016","Total","All","65 to 74 years","Number","Margins of Error",172,"Eastern Region"
"Lebanon",901142390,"2012-2016","Total","All","75 to 84 years","Number","Population",257,"Eastern Region"
"Lebanon",901142390,"2012-2016","Total","All","75 to 84 years","Number","Margins of Error",94,"Eastern Region"
"Lebanon",901142390,"2012-2016","Total","All","85 years and over","Number","Population",81,"Eastern Region"
"Lebanon",901142390,"2012-2016","Total","All","85 years and over","Number","Margins of Error",60,"Eastern Region"
"Ledyard",901142600,"2012-2016","Female","All","Total","Number","Population",7531,"Eastern Region"
"Ledyard",901142600,"2012-2016","Female","All","Total","Number","Margins of Error",281,"Eastern Region"
"Ledyard",901142600,"2012-2016","Female","All","0 to 4 years","Number","Population",152,"Eastern Region"
"Ledyard",901142600,"2012-2016","Female","All","0 to 4 years","Number","Margins of Error",73,"Eastern Region"
"Ledyard",901142600,"2012-2016","Female","All","5 to 9 years","Number","Population",391,"Eastern Region"
"Ledyard",901142600,"2012-2016","Female","All","5 to 9 years","Number","Margins of Error",116,"Eastern Region"
"Ledyard",901142600,"2012-2016","Female","All","10 to 14 years","Number","Population",547,"Eastern Region"
"Ledyard",901142600,"2012-2016","Female","All","10 to 14 years","Number","Margins of Error",171,"Eastern Region"
"Ledyard",901142600,"2012-2016","Female","All","15 to 19 years","Number","Population",514,"Eastern Region"
"Ledyard",901142600,"2012-2016","Female","All","15 to 19 years","Number","Margins of Error",170,"Eastern Region"
"Ledyard",901142600,"2012-2016","Female","All","20 to 24 years","Number","Population",385,"Eastern Region"
"Ledyard",901142600,"2012-2016","Female","All","20 to 24 years","Number","Margins of Error",141,"Eastern Region"
"Ledyard",901142600,"2012-2016","Female","All","25 to 29 years","Number","Population",350,"Eastern Region"
"Ledyard",901142600,"2012-2016","Female","All","25 to 29 years","Number","Margins of Error",172,"Eastern Region"
"Ledyard",901142600,"2012-2016","Female","All","30 to 34 years","Number","Population",547,"Eastern Region"
"Ledyard",901142600,"2012-2016","Female","All","30 to 34 years","Number","Margins of Error",152,"Eastern Region"
"Ledyard",901142600,"2012-2016","Female","All","35 to 44 years","Number","Population",991,"Eastern Region"
"Ledyard",901142600,"2012-2016","Female","All","35 to 44 years","Number","Margins of Error",216,"Eastern Region"
"Ledyard",901142600,"2012-2016","Female","All","45 to 54 years","Number","Population",1326,"Eastern Region"
"Ledyard",901142600,"2012-2016","Female","All","45 to 54 years","Number","Margins of Error",254,"Eastern Region"
"Ledyard",901142600,"2012-2016","Female","All","55 to 64 years","Number","Population",1205,"Eastern Region"
"Ledyard",901142600,"2012-2016","Female","All","55 to 64 years","Number","Margins of Error",237,"Eastern Region"
"Ledyard",901142600,"2012-2016","Female","All","65 to 74 years","Number","Population",616,"Eastern Region"
"Ledyard",901142600,"2012-2016","Female","All","65 to 74 years","Number","Margins of Error",147,"Eastern Region"
"Ledyard",901142600,"2012-2016","Female","All","75 to 84 years","Number","Population",356,"Eastern Region"
"Ledyard",901142600,"2012-2016","Female","All","75 to 84 years","Number","Margins of Error",112,"Eastern Region"
"Ledyard",901142600,"2012-2016","Female","All","85 years and over","Number","Population",151,"Eastern Region"
"Ledyard",901142600,"2012-2016","Female","All","85 years and over","Number","Margins of Error",82,"Eastern Region"
"Ledyard",901142600,"2012-2016","Male","All","Total","Number","Population",7477,"Eastern Region"
"Ledyard",901142600,"2012-2016","Male","All","Total","Number","Margins of Error",277,"Eastern Region"
"Ledyard",901142600,"2012-2016","Male","All","0 to 4 years","Number","Population",801,"Eastern Region"
"Ledyard",901142600,"2012-2016","Male","All","0 to 4 years","Number","Margins of Error",212,"Eastern Region"
"Ledyard",901142600,"2012-2016","Male","All","5 to 9 years","Number","Population",331,"Eastern Region"
"Ledyard",901142600,"2012-2016","Male","All","5 to 9 years","Number","Margins of Error",150,"Eastern Region"
"Ledyard",901142600,"2012-2016","Male","All","10 to 14 years","Number","Population",545,"Eastern Region"
"Ledyard",901142600,"2012-2016","Male","All","10 to 14 years","Number","Margins of Error",170,"Eastern Region"
"Ledyard",901142600,"2012-2016","Male","All","15 to 19 years","Number","Population",377,"Eastern Region"
"Ledyard",901142600,"2012-2016","Male","All","15 to 19 years","Number","Margins of Error",128,"Eastern Region"
"Ledyard",901142600,"2012-2016","Male","All","20 to 24 years","Number","Population",372,"Eastern Region"
"Ledyard",901142600,"2012-2016","Male","All","20 to 24 years","Number","Margins of Error",146,"Eastern Region"
"Ledyard",901142600,"2012-2016","Male","All","25 to 29 years","Number","Population",482,"Eastern Region"
"Ledyard",901142600,"2012-2016","Male","All","25 to 29 years","Number","Margins of Error",153,"Eastern Region"
"Ledyard",901142600,"2012-2016","Male","All","30 to 34 years","Number","Population",452,"Eastern Region"
"Ledyard",901142600,"2012-2016","Male","All","30 to 34 years","Number","Margins of Error",153,"Eastern Region"
"Ledyard",901142600,"2012-2016","Male","All","35 to 44 years","Number","Population",959,"Eastern Region"
"Ledyard",901142600,"2012-2016","Male","All","35 to 44 years","Number","Margins of Error",202,"Eastern Region"
"Ledyard",901142600,"2012-2016","Male","All","45 to 54 years","Number","Population",1008,"Eastern Region"
"Ledyard",901142600,"2012-2016","Male","All","45 to 54 years","Number","Margins of Error",210,"Eastern Region"
"Ledyard",901142600,"2012-2016","Male","All","55 to 64 years","Number","Population",1223,"Eastern Region"
"Ledyard",901142600,"2012-2016","Male","All","55 to 64 years","Number","Margins of Error",212,"Eastern Region"
"Ledyard",901142600,"2012-2016","Male","All","65 to 74 years","Number","Population",551,"Eastern Region"
"Ledyard",901142600,"2012-2016","Male","All","65 to 74 years","Number","Margins of Error",139,"Eastern Region"
"Ledyard",901142600,"2012-2016","Male","All","75 to 84 years","Number","Population",273,"Eastern Region"
"Ledyard",901142600,"2012-2016","Male","All","75 to 84 years","Number","Margins of Error",102,"Eastern Region"
"Ledyard",901142600,"2012-2016","Male","All","85 years and over","Number","Population",103,"Eastern Region"
"Ledyard",901142600,"2012-2016","Male","All","85 years and over","Number","Margins of Error",60,"Eastern Region"
"Ledyard",901142600,"2012-2016","Total","All","Total","Number","Population",15008,"Eastern Region"
"Ledyard",901142600,"2012-2016","Total","All","Total","Number","Margins of Error",25,"Eastern Region"
"Ledyard",901142600,"2012-2016","Total","All","0 to 4 years","Number","Population",953,"Eastern Region"
"Ledyard",901142600,"2012-2016","Total","All","0 to 4 years","Number","Margins of Error",224,"Eastern Region"
"Ledyard",901142600,"2012-2016","Total","All","5 to 9 years","Number","Population",722,"Eastern Region"
