"Town","FIPS","Year","Gender","Race/Ethnicity","Age Cohort","Measure Type","Variable","Value","Region"
"Easton",900123890,"2012-2016","Female","All","20 to 24 years","Number","Population",47,"Southwest Region"
"Easton",900123890,"2012-2016","Female","All","20 to 24 years","Number","Margins of Error",50,"Southwest Region"
"Easton",900123890,"2012-2016","Female","All","25 to 29 years","Number","Population",54,"Southwest Region"
"Easton",900123890,"2012-2016","Female","All","25 to 29 years","Number","Margins of Error",42,"Southwest Region"
"Easton",900123890,"2012-2016","Female","All","30 to 34 years","Number","Population",148,"Southwest Region"
"Easton",900123890,"2012-2016","Female","All","30 to 34 years","Number","Margins of Error",59,"Southwest Region"
"Easton",900123890,"2012-2016","Female","All","35 to 44 years","Number","Population",358,"Southwest Region"
"Easton",900123890,"2012-2016","Female","All","35 to 44 years","Number","Margins of Error",73,"Southwest Region"
"Easton",900123890,"2012-2016","Female","All","45 to 54 years","Number","Population",794,"Southwest Region"
"Easton",900123890,"2012-2016","Female","All","45 to 54 years","Number","Margins of Error",149,"Southwest Region"
"Easton",900123890,"2012-2016","Female","All","55 to 64 years","Number","Population",722,"Southwest Region"
"Easton",900123890,"2012-2016","Female","All","55 to 64 years","Number","Margins of Error",142,"Southwest Region"
"Easton",900123890,"2012-2016","Female","All","65 to 74 years","Number","Population",364,"Southwest Region"
"Easton",900123890,"2012-2016","Female","All","65 to 74 years","Number","Margins of Error",103,"Southwest Region"
"Easton",900123890,"2012-2016","Female","All","75 to 84 years","Number","Population",184,"Southwest Region"
"Easton",900123890,"2012-2016","Female","All","75 to 84 years","Number","Margins of Error",68,"Southwest Region"
"Easton",900123890,"2012-2016","Female","All","85 years and over","Number","Population",123,"Southwest Region"
"Easton",900123890,"2012-2016","Female","All","85 years and over","Number","Margins of Error",56,"Southwest Region"
"Easton",900123890,"2012-2016","Male","All","Total","Number","Population",3835,"Southwest Region"
"Easton",900123890,"2012-2016","Male","All","Total","Number","Margins of Error",189,"Southwest Region"
"Easton",900123890,"2012-2016","Male","All","0 to 4 years","Number","Population",121,"Southwest Region"
"Easton",900123890,"2012-2016","Male","All","0 to 4 years","Number","Margins of Error",61,"Southwest Region"
"Easton",900123890,"2012-2016","Male","All","5 to 9 years","Number","Population",215,"Southwest Region"
"Easton",900123890,"2012-2016","Male","All","5 to 9 years","Number","Margins of Error",89,"Southwest Region"
"Easton",900123890,"2012-2016","Male","All","10 to 14 years","Number","Population",314,"Southwest Region"
"Easton",900123890,"2012-2016","Male","All","10 to 14 years","Number","Margins of Error",99,"Southwest Region"
"Easton",900123890,"2012-2016","Male","All","15 to 19 years","Number","Population",342,"Southwest Region"
"Easton",900123890,"2012-2016","Male","All","15 to 19 years","Number","Margins of Error",111,"Southwest Region"
"Easton",900123890,"2012-2016","Male","All","20 to 24 years","Number","Population",200,"Southwest Region"
"Easton",900123890,"2012-2016","Male","All","20 to 24 years","Number","Margins of Error",100,"Southwest Region"
"Easton",900123890,"2012-2016","Male","All","25 to 29 years","Number","Population",140,"Southwest Region"
"Easton",900123890,"2012-2016","Male","All","25 to 29 years","Number","Margins of Error",85,"Southwest Region"
"Easton",900123890,"2012-2016","Male","All","30 to 34 years","Number","Population",73,"Southwest Region"
"Easton",900123890,"2012-2016","Male","All","30 to 34 years","Number","Margins of Error",42,"Southwest Region"
"Easton",900123890,"2012-2016","Male","All","35 to 44 years","Number","Population",372,"Southwest Region"
"Easton",900123890,"2012-2016","Male","All","35 to 44 years","Number","Margins of Error",91,"Southwest Region"
"Easton",900123890,"2012-2016","Male","All","45 to 54 years","Number","Population",763,"Southwest Region"
"Easton",900123890,"2012-2016","Male","All","45 to 54 years","Number","Margins of Error",134,"Southwest Region"
"Easton",900123890,"2012-2016","Male","All","55 to 64 years","Number","Population",687,"Southwest Region"
"Easton",900123890,"2012-2016","Male","All","55 to 64 years","Number","Margins of Error",157,"Southwest Region"
"Easton",900123890,"2012-2016","Male","All","65 to 74 years","Number","Population",420,"Southwest Region"
"Easton",900123890,"2012-2016","Male","All","65 to 74 years","Number","Margins of Error",104,"Southwest Region"
"Easton",900123890,"2012-2016","Male","All","75 to 84 years","Number","Population",151,"Southwest Region"
"Easton",900123890,"2012-2016","Male","All","75 to 84 years","Number","Margins of Error",53,"Southwest Region"
"Easton",900123890,"2012-2016","Male","All","85 years and over","Number","Population",37,"Southwest Region"
"Easton",900123890,"2012-2016","Male","All","85 years and over","Number","Margins of Error",29,"Southwest Region"
"Easton",900123890,"2012-2016","Total","All","Total","Number","Population",7591,"Southwest Region"
"Easton",900123890,"2012-2016","Total","All","Total","Number","Margins of Error",37,"Southwest Region"
"Easton",900123890,"2012-2016","Total","All","0 to 4 years","Number","Population",301,"Southwest Region"
"Easton",900123890,"2012-2016","Total","All","0 to 4 years","Number","Margins of Error",99,"Southwest Region"
"Easton",900123890,"2012-2016","Total","All","5 to 9 years","Number","Population",426,"Southwest Region"
"Easton",900123890,"2012-2016","Total","All","5 to 9 years","Number","Margins of Error",120,"Southwest Region"
"Easton",900123890,"2012-2016","Total","All","10 to 14 years","Number","Population",635,"Southwest Region"
"Easton",900123890,"2012-2016","Total","All","10 to 14 years","Number","Margins of Error",159,"Southwest Region"
"Easton",900123890,"2012-2016","Total","All","15 to 19 years","Number","Population",592,"Southwest Region"
"Easton",900123890,"2012-2016","Total","All","15 to 19 years","Number","Margins of Error",138,"Southwest Region"
"Easton",900123890,"2012-2016","Total","All","20 to 24 years","Number","Population",247,"Southwest Region"
"Easton",900123890,"2012-2016","Total","All","20 to 24 years","Number","Margins of Error",112,"Southwest Region"
"Easton",900123890,"2012-2016","Total","All","25 to 29 years","Number","Population",194,"Southwest Region"
"Easton",900123890,"2012-2016","Total","All","25 to 29 years","Number","Margins of Error",95,"Southwest Region"
"Easton",900123890,"2012-2016","Total","All","30 to 34 years","Number","Population",221,"Southwest Region"
"Easton",900123890,"2012-2016","Total","All","30 to 34 years","Number","Margins of Error",72,"Southwest Region"
"Easton",900123890,"2012-2016","Total","All","35 to 44 years","Number","Population",730,"Southwest Region"
"Easton",900123890,"2012-2016","Total","All","35 to 44 years","Number","Margins of Error",117,"Southwest Region"
"Easton",900123890,"2012-2016","Total","All","45 to 54 years","Number","Population",1557,"Southwest Region"
"Easton",900123890,"2012-2016","Total","All","45 to 54 years","Number","Margins of Error",200,"Southwest Region"
"Easton",900123890,"2012-2016","Total","All","55 to 64 years","Number","Population",1409,"Southwest Region"
"Easton",900123890,"2012-2016","Total","All","55 to 64 years","Number","Margins of Error",212,"Southwest Region"
"Easton",900123890,"2012-2016","Total","All","65 to 74 years","Number","Population",784,"Southwest Region"
"Easton",900123890,"2012-2016","Total","All","65 to 74 years","Number","Margins of Error",146,"Southwest Region"
"Easton",900123890,"2012-2016","Total","All","75 to 84 years","Number","Population",335,"Southwest Region"
"Easton",900123890,"2012-2016","Total","All","75 to 84 years","Number","Margins of Error",86,"Southwest Region"
"Easton",900123890,"2012-2016","Total","All","85 years and over","Number","Population",160,"Southwest Region"
"Easton",900123890,"2012-2016","Total","All","85 years and over","Number","Margins of Error",63,"Southwest Region"
"East Windsor",900324800,"2012-2016","Female","All","Total","Number","Population",6287,"North Central Region"
"East Windsor",900324800,"2012-2016","Female","All","Total","Number","Margins of Error",303,"North Central Region"
"East Windsor",900324800,"2012-2016","Female","All","0 to 4 years","Number","Population",439,"North Central Region"
"East Windsor",900324800,"2012-2016","Female","All","0 to 4 years","Number","Margins of Error",261,"North Central Region"
"East Windsor",900324800,"2012-2016","Female","All","5 to 9 years","Number","Population",238,"North Central Region"
"East Windsor",900324800,"2012-2016","Female","All","5 to 9 years","Number","Margins of Error",120,"North Central Region"
"East Windsor",900324800,"2012-2016","Female","All","10 to 14 years","Number","Population",357,"North Central Region"
"East Windsor",900324800,"2012-2016","Female","All","10 to 14 years","Number","Margins of Error",150,"North Central Region"
"East Windsor",900324800,"2012-2016","Female","All","15 to 19 years","Number","Population",202,"North Central Region"
"East Windsor",900324800,"2012-2016","Female","All","15 to 19 years","Number","Margins of Error",129,"North Central Region"
"East Windsor",900324800,"2012-2016","Female","All","20 to 24 years","Number","Population",292,"North Central Region"
"East Windsor",900324800,"2012-2016","Female","All","20 to 24 years","Number","Margins of Error",131,"North Central Region"
"East Windsor",900324800,"2012-2016","Female","All","25 to 29 years","Number","Population",551,"North Central Region"
"East Windsor",900324800,"2012-2016","Female","All","25 to 29 years","Number","Margins of Error",166,"North Central Region"
"East Windsor",900324800,"2012-2016","Female","All","30 to 34 years","Number","Population",509,"North Central Region"
"East Windsor",900324800,"2012-2016","Female","All","30 to 34 years","Number","Margins of Error",179,"North Central Region"
"East Windsor",900324800,"2012-2016","Female","All","35 to 44 years","Number","Population",740,"North Central Region"
"East Windsor",900324800,"2012-2016","Female","All","35 to 44 years","Number","Margins of Error",237,"North Central Region"
"East Windsor",900324800,"2012-2016","Female","All","45 to 54 years","Number","Population",973,"North Central Region"
"East Windsor",900324800,"2012-2016","Female","All","45 to 54 years","Number","Margins of Error",199,"North Central Region"
"East Windsor",900324800,"2012-2016","Female","All","55 to 64 years","Number","Population",897,"North Central Region"
"East Windsor",900324800,"2012-2016","Female","All","55 to 64 years","Number","Margins of Error",193,"North Central Region"
"East Windsor",900324800,"2012-2016","Female","All","65 to 74 years","Number","Population",461,"North Central Region"
"East Windsor",900324800,"2012-2016","Female","All","65 to 74 years","Number","Margins of Error",118,"North Central Region"
"East Windsor",900324800,"2012-2016","Female","All","75 to 84 years","Number","Population",386,"North Central Region"
"East Windsor",900324800,"2012-2016","Female","All","75 to 84 years","Number","Margins of Error",140,"North Central Region"
"East Windsor",900324800,"2012-2016","Female","All","85 years and over","Number","Population",242,"North Central Region"
"East Windsor",900324800,"2012-2016","Female","All","85 years and over","Number","Margins of Error",94,"North Central Region"
"East Windsor",900324800,"2012-2016","Male","All","Total","Number","Population",5106,"North Central Region"
"East Windsor",900324800,"2012-2016","Male","All","Total","Number","Margins of Error",302,"North Central Region"
"East Windsor",900324800,"2012-2016","Male","All","0 to 4 years","Number","Population",194,"North Central Region"
"East Windsor",900324800,"2012-2016","Male","All","0 to 4 years","Number","Margins of Error",120,"North Central Region"
"East Windsor",900324800,"2012-2016","Male","All","5 to 9 years","Number","Population",213,"North Central Region"
"East Windsor",900324800,"2012-2016","Male","All","5 to 9 years","Number","Margins of Error",133,"North Central Region"
"East Windsor",900324800,"2012-2016","Male","All","10 to 14 years","Number","Population",242,"North Central Region"
"East Windsor",900324800,"2012-2016","Male","All","10 to 14 years","Number","Margins of Error",92,"North Central Region"
"East Windsor",900324800,"2012-2016","Male","All","15 to 19 years","Number","Population",305,"North Central Region"
"East Windsor",900324800,"2012-2016","Male","All","15 to 19 years","Number","Margins of Error",133,"North Central Region"
"East Windsor",900324800,"2012-2016","Male","All","20 to 24 years","Number","Population",273,"North Central Region"
"East Windsor",900324800,"2012-2016","Male","All","20 to 24 years","Number","Margins of Error",122,"North Central Region"
"East Windsor",900324800,"2012-2016","Male","All","25 to 29 years","Number","Population",451,"North Central Region"
"East Windsor",900324800,"2012-2016","Male","All","25 to 29 years","Number","Margins of Error",164,"North Central Region"
"East Windsor",900324800,"2012-2016","Male","All","30 to 34 years","Number","Population",485,"North Central Region"
"East Windsor",900324800,"2012-2016","Male","All","30 to 34 years","Number","Margins of Error",154,"North Central Region"
"East Windsor",900324800,"2012-2016","Male","All","35 to 44 years","Number","Population",561,"North Central Region"
"East Windsor",900324800,"2012-2016","Male","All","35 to 44 years","Number","Margins of Error",180,"North Central Region"
"East Windsor",900324800,"2012-2016","Male","All","45 to 54 years","Number","Population",921,"North Central Region"
"East Windsor",900324800,"2012-2016","Male","All","45 to 54 years","Number","Margins of Error",209,"North Central Region"
"East Windsor",900324800,"2012-2016","Male","All","55 to 64 years","Number","Population",759,"North Central Region"
"East Windsor",900324800,"2012-2016","Male","All","55 to 64 years","Number","Margins of Error",197,"North Central Region"
"East Windsor",900324800,"2012-2016","Male","All","65 to 74 years","Number","Population",346,"North Central Region"
"East Windsor",900324800,"2012-2016","Male","All","65 to 74 years","Number","Margins of Error",110,"North Central Region"
"East Windsor",900324800,"2012-2016","Male","All","75 to 84 years","Number","Population",255,"North Central Region"
"East Windsor",900324800,"2012-2016","Male","All","75 to 84 years","Number","Margins of Error",98,"North Central Region"
"East Windsor",900324800,"2012-2016","Male","All","85 years and over","Number","Population",101,"North Central Region"
"East Windsor",900324800,"2012-2016","Male","All","85 years and over","Number","Margins of Error",55,"North Central Region"
"East Windsor",900324800,"2012-2016","Total","All","Total","Number","Population",11393,"North Central Region"
"East Windsor",900324800,"2012-2016","Total","All","Total","Number","Margins of Error",23,"North Central Region"
"East Windsor",900324800,"2012-2016","Total","All","0 to 4 years","Number","Population",633,"North Central Region"
"East Windsor",900324800,"2012-2016","Total","All","0 to 4 years","Number","Margins of Error",287,"North Central Region"
"East Windsor",900324800,"2012-2016","Total","All","5 to 9 years","Number","Population",451,"North Central Region"
"East Windsor",900324800,"2012-2016","Total","All","5 to 9 years","Number","Margins of Error",179,"North Central Region"
"East Windsor",900324800,"2012-2016","Total","All","10 to 14 years","Number","Population",599,"North Central Region"
"East Windsor",900324800,"2012-2016","Total","All","10 to 14 years","Number","Margins of Error",176,"North Central Region"
"East Windsor",900324800,"2012-2016","Total","All","15 to 19 years","Number","Population",507,"North Central Region"
"East Windsor",900324800,"2012-2016","Total","All","15 to 19 years","Number","Margins of Error",185,"North Central Region"
"East Windsor",900324800,"2012-2016","Total","All","20 to 24 years","Number","Population",565,"North Central Region"
"East Windsor",900324800,"2012-2016","Total","All","20 to 24 years","Number","Margins of Error",179,"North Central Region"
"East Windsor",900324800,"2012-2016","Total","All","25 to 29 years","Number","Population",1002,"North Central Region"
"East Windsor",900324800,"2012-2016","Total","All","25 to 29 years","Number","Margins of Error",233,"North Central Region"
"East Windsor",900324800,"2012-2016","Total","All","30 to 34 years","Number","Population",994,"North Central Region"
"East Windsor",900324800,"2012-2016","Total","All","30 to 34 years","Number","Margins of Error",236,"North Central Region"
"East Windsor",900324800,"2012-2016","Total","All","35 to 44 years","Number","Population",1301,"North Central Region"
"East Windsor",900324800,"2012-2016","Total","All","35 to 44 years","Number","Margins of Error",298,"North Central Region"
"East Windsor",900324800,"2012-2016","Total","All","45 to 54 years","Number","Population",1894,"North Central Region"
"East Windsor",900324800,"2012-2016","Total","All","45 to 54 years","Number","Margins of Error",288,"North Central Region"
"East Windsor",900324800,"2012-2016","Total","All","55 to 64 years","Number","Population",1656,"North Central Region"
"East Windsor",900324800,"2012-2016","Total","All","55 to 64 years","Number","Margins of Error",276,"North Central Region"
"East Windsor",900324800,"2012-2016","Total","All","65 to 74 years","Number","Population",807,"North Central Region"
"East Windsor",900324800,"2012-2016","Total","All","65 to 74 years","Number","Margins of Error",162,"North Central Region"
"East Windsor",900324800,"2012-2016","Total","All","75 to 84 years","Number","Population",641,"North Central Region"
"East Windsor",900324800,"2012-2016","Total","All","75 to 84 years","Number","Margins of Error",172,"North Central Region"
"East Windsor",900324800,"2012-2016","Total","All","85 years and over","Number","Population",343,"North Central Region"
"East Windsor",900324800,"2012-2016","Total","All","85 years and over","Number","Margins of Error",109,"North Central Region"
"Ellington",901325360,"2012-2016","Female","All","Total","Number","Population",7809,"North Central Region"
"Ellington",901325360,"2012-2016","Female","All","Total","Number","Margins of Error",398,"North Central Region"
"Ellington",901325360,"2012-2016","Female","All","0 to 4 years","Number","Population",384,"North Central Region"
"Ellington",901325360,"2012-2016","Female","All","0 to 4 years","Number","Margins of Error",188,"North Central Region"
"Ellington",901325360,"2012-2016","Female","All","5 to 9 years","Number","Population",353,"North Central Region"
"Ellington",901325360,"2012-2016","Female","All","5 to 9 years","Number","Margins of Error",148,"North Central Region"
"Ellington",901325360,"2012-2016","Female","All","10 to 14 years","Number","Population",514,"North Central Region"
"Ellington",901325360,"2012-2016","Female","All","10 to 14 years","Number","Margins of Error",201,"North Central Region"
"Ellington",901325360,"2012-2016","Female","All","15 to 19 years","Number","Population",544,"North Central Region"
"Ellington",901325360,"2012-2016","Female","All","15 to 19 years","Number","Margins of Error",209,"North Central Region"
"Ellington",901325360,"2012-2016","Female","All","20 to 24 years","Number","Population",423,"North Central Region"
"Ellington",901325360,"2012-2016","Female","All","20 to 24 years","Number","Margins of Error",254,"North Central Region"
"Ellington",901325360,"2012-2016","Female","All","25 to 29 years","Number","Population",319,"North Central Region"
"Ellington",901325360,"2012-2016","Female","All","25 to 29 years","Number","Margins of Error",168,"North Central Region"
"Ellington",901325360,"2012-2016","Female","All","30 to 34 years","Number","Population",440,"North Central Region"
"Ellington",901325360,"2012-2016","Female","All","30 to 34 years","Number","Margins of Error",157,"North Central Region"
"Ellington",901325360,"2012-2016","Female","All","35 to 44 years","Number","Population",927,"North Central Region"
"Ellington",901325360,"2012-2016","Female","All","35 to 44 years","Number","Margins of Error",206,"North Central Region"
"Ellington",901325360,"2012-2016","Female","All","45 to 54 years","Number","Population",1720,"North Central Region"
"Ellington",901325360,"2012-2016","Female","All","45 to 54 years","Number","Margins of Error",299,"North Central Region"
"Ellington",901325360,"2012-2016","Female","All","55 to 64 years","Number","Population",921,"North Central Region"
"Ellington",901325360,"2012-2016","Female","All","55 to 64 years","Number","Margins of Error",245,"North Central Region"
"Ellington",901325360,"2012-2016","Female","All","65 to 74 years","Number","Population",677,"North Central Region"
"Ellington",901325360,"2012-2016","Female","All","65 to 74 years","Number","Margins of Error",211,"North Central Region"
"Ellington",901325360,"2012-2016","Female","All","75 to 84 years","Number","Population",548,"North Central Region"
"Ellington",901325360,"2012-2016","Female","All","75 to 84 years","Number","Margins of Error",199,"North Central Region"
"Ellington",901325360,"2012-2016","Female","All","85 years and over","Number","Population",39,"North Central Region"
"Ellington",901325360,"2012-2016","Female","All","85 years and over","Number","Margins of Error",43,"North Central Region"
"Ellington",901325360,"2012-2016","Male","All","Total","Number","Population",8071,"North Central Region"
"Ellington",901325360,"2012-2016","Male","All","Total","Number","Margins of Error",401,"North Central Region"
"Ellington",901325360,"2012-2016","Male","All","0 to 4 years","Number","Population",487,"North Central Region"
"Ellington",901325360,"2012-2016","Male","All","0 to 4 years","Number","Margins of Error",172,"North Central Region"
"Ellington",901325360,"2012-2016","Male","All","5 to 9 years","Number","Population",564,"North Central Region"
"Ellington",901325360,"2012-2016","Male","All","5 to 9 years","Number","Margins of Error",211,"North Central Region"
"Ellington",901325360,"2012-2016","Male","All","10 to 14 years","Number","Population",587,"North Central Region"
"Ellington",901325360,"2012-2016","Male","All","10 to 14 years","Number","Margins of Error",206,"North Central Region"
"Ellington",901325360,"2012-2016","Male","All","15 to 19 years","Number","Population",629,"North Central Region"
"Ellington",901325360,"2012-2016","Male","All","15 to 19 years","Number","Margins of Error",189,"North Central Region"
"Ellington",901325360,"2012-2016","Male","All","20 to 24 years","Number","Population",404,"North Central Region"
"Ellington",901325360,"2012-2016","Male","All","20 to 24 years","Number","Margins of Error",150,"North Central Region"
"Ellington",901325360,"2012-2016","Male","All","25 to 29 years","Number","Population",333,"North Central Region"
"Ellington",901325360,"2012-2016","Male","All","25 to 29 years","Number","Margins of Error",169,"North Central Region"
"Ellington",901325360,"2012-2016","Male","All","30 to 34 years","Number","Population",485,"North Central Region"
"Ellington",901325360,"2012-2016","Male","All","30 to 34 years","Number","Margins of Error",171,"North Central Region"
"Ellington",901325360,"2012-2016","Male","All","35 to 44 years","Number","Population",1156,"North Central Region"
"Ellington",901325360,"2012-2016","Male","All","35 to 44 years","Number","Margins of Error",284,"North Central Region"
"Ellington",901325360,"2012-2016","Male","All","45 to 54 years","Number","Population",1688,"North Central Region"
"Ellington",901325360,"2012-2016","Male","All","45 to 54 years","Number","Margins of Error",280,"North Central Region"
"Ellington",901325360,"2012-2016","Male","All","55 to 64 years","Number","Population",859,"North Central Region"
"Ellington",901325360,"2012-2016","Male","All","55 to 64 years","Number","Margins of Error",207,"North Central Region"
"Ellington",901325360,"2012-2016","Male","All","65 to 74 years","Number","Population",496,"North Central Region"
"Ellington",901325360,"2012-2016","Male","All","65 to 74 years","Number","Margins of Error",194,"North Central Region"
"Ellington",901325360,"2012-2016","Male","All","75 to 84 years","Number","Population",297,"North Central Region"
"Ellington",901325360,"2012-2016","Male","All","75 to 84 years","Number","Margins of Error",124,"North Central Region"
"Ellington",901325360,"2012-2016","Male","All","85 years and over","Number","Population",86,"North Central Region"
"Ellington",901325360,"2012-2016","Male","All","85 years and over","Number","Margins of Error",65,"North Central Region"
"Ellington",901325360,"2012-2016","Total","All","Total","Number","Population",15880,"North Central Region"
"Ellington",901325360,"2012-2016","Total","All","Total","Number","Margins of Error",34,"North Central Region"
"Ellington",901325360,"2012-2016","Total","All","0 to 4 years","Number","Population",871,"North Central Region"
"Ellington",901325360,"2012-2016","Total","All","0 to 4 years","Number","Margins of Error",255,"North Central Region"
"Ellington",901325360,"2012-2016","Total","All","5 to 9 years","Number","Population",917,"North Central Region"
"Ellington",901325360,"2012-2016","Total","All","5 to 9 years","Number","Margins of Error",258,"North Central Region"
"Ellington",901325360,"2012-2016","Total","All","10 to 14 years","Number","Population",1101,"North Central Region"
"Ellington",901325360,"2012-2016","Total","All","10 to 14 years","Number","Margins of Error",288,"North Central Region"
"Ellington",901325360,"2012-2016","Total","All","15 to 19 years","Number","Population",1173,"North Central Region"
"Ellington",901325360,"2012-2016","Total","All","15 to 19 years","Number","Margins of Error",282,"North Central Region"
"Ellington",901325360,"2012-2016","Total","All","20 to 24 years","Number","Population",827,"North Central Region"
"Ellington",901325360,"2012-2016","Total","All","20 to 24 years","Number","Margins of Error",296,"North Central Region"
"Ellington",901325360,"2012-2016","Total","All","25 to 29 years","Number","Population",652,"North Central Region"
"Ellington",901325360,"2012-2016","Total","All","25 to 29 years","Number","Margins of Error",238,"North Central Region"
"Ellington",901325360,"2012-2016","Total","All","30 to 34 years","Number","Population",925,"North Central Region"
"Ellington",901325360,"2012-2016","Total","All","30 to 34 years","Number","Margins of Error",232,"North Central Region"
"Ellington",901325360,"2012-2016","Total","All","35 to 44 years","Number","Population",2083,"North Central Region"
"Ellington",901325360,"2012-2016","Total","All","35 to 44 years","Number","Margins of Error",351,"North Central Region"
"Ellington",901325360,"2012-2016","Total","All","45 to 54 years","Number","Population",3408,"North Central Region"
"Ellington",901325360,"2012-2016","Total","All","45 to 54 years","Number","Margins of Error",410,"North Central Region"
"Ellington",901325360,"2012-2016","Total","All","55 to 64 years","Number","Population",1780,"North Central Region"
"Ellington",901325360,"2012-2016","Total","All","55 to 64 years","Number","Margins of Error",320,"North Central Region"
"Ellington",901325360,"2012-2016","Total","All","65 to 74 years","Number","Population",1173,"North Central Region"
"Ellington",901325360,"2012-2016","Total","All","65 to 74 years","Number","Margins of Error",287,"North Central Region"
"Ellington",901325360,"2012-2016","Total","All","75 to 84 years","Number","Population",845,"North Central Region"
"Ellington",901325360,"2012-2016","Total","All","75 to 84 years","Number","Margins of Error",234,"North Central Region"
"Ellington",901325360,"2012-2016","Total","All","85 years and over","Number","Population",125,"North Central Region"
"Ellington",901325360,"2012-2016","Total","All","85 years and over","Number","Margins of Error",78,"North Central Region"
"Enfield",900325990,"2012-2016","Female","All","Total","Number","Population",21130,"North Central Region"
"Enfield",900325990,"2012-2016","Female","All","Total","Number","Margins of Error",554,"North Central Region"
"Enfield",900325990,"2012-2016","Female","All","0 to 4 years","Number","Population",1061,"North Central Region"
"Enfield",900325990,"2012-2016","Female","All","0 to 4 years","Number","Margins of Error",181,"North Central Region"
"Enfield",900325990,"2012-2016","Female","All","5 to 9 years","Number","Population",1024,"North Central Region"
"Enfield",900325990,"2012-2016","Female","All","5 to 9 years","Number","Margins of Error",198,"North Central Region"
"Enfield",900325990,"2012-2016","Female","All","10 to 14 years","Number","Population",1262,"North Central Region"
"Enfield",900325990,"2012-2016","Female","All","10 to 14 years","Number","Margins of Error",231,"North Central Region"
"Enfield",900325990,"2012-2016","Female","All","15 to 19 years","Number","Population",1216,"North Central Region"
"Enfield",900325990,"2012-2016","Female","All","15 to 19 years","Number","Margins of Error",214,"North Central Region"
"Enfield",900325990,"2012-2016","Female","All","20 to 24 years","Number","Population",1327,"North Central Region"
"Enfield",900325990,"2012-2016","Female","All","20 to 24 years","Number","Margins of Error",238,"North Central Region"
"Enfield",900325990,"2012-2016","Female","All","25 to 29 years","Number","Population",1130,"North Central Region"
"Enfield",900325990,"2012-2016","Female","All","25 to 29 years","Number","Margins of Error",179,"North Central Region"
"Enfield",900325990,"2012-2016","Female","All","30 to 34 years","Number","Population",1389,"North Central Region"
"Enfield",900325990,"2012-2016","Female","All","30 to 34 years","Number","Margins of Error",211,"North Central Region"
"Enfield",900325990,"2012-2016","Female","All","35 to 44 years","Number","Population",2581,"North Central Region"
"Enfield",900325990,"2012-2016","Female","All","35 to 44 years","Number","Margins of Error",334,"North Central Region"
"Enfield",900325990,"2012-2016","Female","All","45 to 54 years","Number","Population",3166,"North Central Region"
"Enfield",900325990,"2012-2016","Female","All","45 to 54 years","Number","Margins of Error",326,"North Central Region"
"Enfield",900325990,"2012-2016","Female","All","55 to 64 years","Number","Population",3097,"North Central Region"
"Enfield",900325990,"2012-2016","Female","All","55 to 64 years","Number","Margins of Error",281,"North Central Region"
"Enfield",900325990,"2012-2016","Female","All","65 to 74 years","Number","Population",1776,"North Central Region"
"Enfield",900325990,"2012-2016","Female","All","65 to 74 years","Number","Margins of Error",194,"North Central Region"
"Enfield",900325990,"2012-2016","Female","All","75 to 84 years","Number","Population",1386,"North Central Region"
"Enfield",900325990,"2012-2016","Female","All","75 to 84 years","Number","Margins of Error",178,"North Central Region"
"Enfield",900325990,"2012-2016","Female","All","85 years and over","Number","Population",715,"North Central Region"
"Enfield",900325990,"2012-2016","Female","All","85 years and over","Number","Margins of Error",116,"North Central Region"
"Enfield",900325990,"2012-2016","Male","All","Total","Number","Population",23385,"North Central Region"
"Enfield",900325990,"2012-2016","Male","All","Total","Number","Margins of Error",550,"North Central Region"
"Enfield",900325990,"2012-2016","Male","All","0 to 4 years","Number","Population",941,"North Central Region"
"Enfield",900325990,"2012-2016","Male","All","0 to 4 years","Number","Margins of Error",171,"North Central Region"
"Enfield",900325990,"2012-2016","Male","All","5 to 9 years","Number","Population",1055,"North Central Region"
"Enfield",900325990,"2012-2016","Male","All","5 to 9 years","Number","Margins of Error",205,"North Central Region"
"Enfield",900325990,"2012-2016","Male","All","10 to 14 years","Number","Population",1244,"North Central Region"
"Enfield",900325990,"2012-2016","Male","All","10 to 14 years","Number","Margins of Error",190,"North Central Region"
"Enfield",900325990,"2012-2016","Male","All","15 to 19 years","Number","Population",1686,"North Central Region"
"Enfield",900325990,"2012-2016","Male","All","15 to 19 years","Number","Margins of Error",256,"North Central Region"
"Enfield",900325990,"2012-2016","Male","All","20 to 24 years","Number","Population",1558,"North Central Region"
"Enfield",900325990,"2012-2016","Male","All","20 to 24 years","Number","Margins of Error",273,"North Central Region"
"Enfield",900325990,"2012-2016","Male","All","25 to 29 years","Number","Population",1855,"North Central Region"
"Enfield",900325990,"2012-2016","Male","All","25 to 29 years","Number","Margins of Error",268,"North Central Region"
"Enfield",900325990,"2012-2016","Male","All","30 to 34 years","Number","Population",1955,"North Central Region"
"Enfield",900325990,"2012-2016","Male","All","30 to 34 years","Number","Margins of Error",272,"North Central Region"
"Enfield",900325990,"2012-2016","Male","All","35 to 44 years","Number","Population",3242,"North Central Region"
"Enfield",900325990,"2012-2016","Male","All","35 to 44 years","Number","Margins of Error",324,"North Central Region"
"Enfield",900325990,"2012-2016","Male","All","45 to 54 years","Number","Population",3647,"North Central Region"
"Enfield",900325990,"2012-2016","Male","All","45 to 54 years","Number","Margins of Error",342,"North Central Region"
